0, 0, Header, 1, 7, 480
1, 0, Start_track
1, 0, Title_t, "You're Welcome"
1, 0, Copyright_t, "Dwayne Johnson?Arr. Keith Patrick, Tate Banton, Trevor Chung"
1, 0, Key_signature, -1, "major"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 444444
1, 34560, Time_signature, 2, 2, 24, 8
1, 35520, Key_signature, 0, "major"
1, 35520, Time_signature, 4, 2, 24, 8
1, 50880, Key_signature, -1, "major"
1, 123840, Key_signature, 0, "major"
1, 123840, End_track
2, 0, Start_track
2, 0, Program_c, 9, 0
2, 0, Instrument_name_t, "Rhythm"
2, 960, Note_on_c, 9,43, 95
2, 1284, Note_off_c, 9,43, 0
2, 1320, Note_on_c, 9,43, 95
2, 1428, Note_off_c, 9,43, 0
2, 1440, Note_on_c, 9,41, 95
2, 1764, Note_off_c, 9,41, 0
2, 1800, Note_on_c, 9,41, 95
2, 1908, Note_off_c, 9,41, 0
2, 1920, Note_on_c, 9,43, 95
2, 2064, Note_off_c, 9,43, 0
2, 2080, Note_on_c, 9,43, 95
2, 2224, Note_off_c, 9,43, 0
2, 2240, Note_on_c, 9,43, 95
2, 2384, Note_off_c, 9,43, 0
2, 2400, Note_on_c, 9,41, 95
2, 2724, Note_off_c, 9,41, 0
2, 2760, Note_on_c, 9,41, 95
2, 2868, Note_off_c, 9,41, 0
2, 2880, Note_on_c, 9,43, 95
2, 3024, Note_off_c, 9,43, 0
2, 3040, Note_on_c, 9,43, 95
2, 3184, Note_off_c, 9,43, 0
2, 3200, Note_on_c, 9,43, 95
2, 3344, Note_off_c, 9,43, 0
2, 3360, Note_on_c, 9,41, 95
2, 3684, Note_off_c, 9,41, 0
2, 3720, Note_on_c, 9,41, 95
2, 3828, Note_off_c, 9,41, 0
2, 3840, Note_on_c, 9,43, 95
2, 3984, Note_off_c, 9,43, 0
2, 4000, Note_on_c, 9,43, 95
2, 4144, Note_off_c, 9,43, 0
2, 4160, Note_on_c, 9,43, 95
2, 4304, Note_off_c, 9,43, 0
2, 4320, Note_on_c, 9,41, 95
2, 4644, Note_off_c, 9,41, 0
2, 4680, Note_on_c, 9,41, 95
2, 4788, Note_off_c, 9,41, 0
2, 4800, Note_on_c, 9,43, 95
2, 5124, Note_off_c, 9,43, 0
2, 5160, Note_on_c, 9,43, 95
2, 5268, Note_off_c, 9,43, 0
2, 5280, Note_on_c, 9,41, 95
2, 5604, Note_off_c, 9,41, 0
2, 5640, Note_on_c, 9,41, 95
2, 5748, Note_off_c, 9,41, 0
2, 5760, Note_on_c, 9,43, 95
2, 5904, Note_off_c, 9,43, 0
2, 5920, Note_on_c, 9,43, 95
2, 6064, Note_off_c, 9,43, 0
2, 6080, Note_on_c, 9,43, 95
2, 6224, Note_off_c, 9,43, 0
2, 6240, Note_on_c, 9,41, 95
2, 6564, Note_off_c, 9,41, 0
2, 6600, Note_on_c, 9,41, 95
2, 6708, Note_off_c, 9,41, 0
2, 6720, Note_on_c, 9,43, 95
2, 6864, Note_off_c, 9,43, 0
2, 6880, Note_on_c, 9,43, 95
2, 7024, Note_off_c, 9,43, 0
2, 7040, Note_on_c, 9,43, 95
2, 7184, Note_off_c, 9,43, 0
2, 7200, Note_on_c, 9,41, 95
2, 7524, Note_off_c, 9,41, 0
2, 7560, Note_on_c, 9,41, 95
2, 7668, Note_off_c, 9,41, 0
2, 7680, Note_on_c, 9,43, 95
2, 7824, Note_off_c, 9,43, 0
2, 7840, Note_on_c, 9,43, 95
2, 7984, Note_off_c, 9,43, 0
2, 8000, Note_on_c, 9,43, 95
2, 8144, Note_off_c, 9,43, 0
2, 8160, Note_on_c, 9,41, 95
2, 8484, Note_off_c, 9,41, 0
2, 8520, Note_on_c, 9,41, 95
2, 8628, Note_off_c, 9,41, 0
2, 8640, Note_on_c, 9,43, 95
2, 8964, Note_off_c, 9,43, 0
2, 9000, Note_on_c, 9,43, 95
2, 9108, Note_off_c, 9,43, 0
2, 9120, Note_on_c, 9,41, 95
2, 9444, Note_off_c, 9,41, 0
2, 9480, Note_on_c, 9,41, 95
2, 9588, Note_off_c, 9,41, 0
2, 9600, Note_on_c, 9,43, 95
2, 9744, Note_off_c, 9,43, 0
2, 9760, Note_on_c, 9,43, 95
2, 9904, Note_off_c, 9,43, 0
2, 9920, Note_on_c, 9,43, 95
2, 10064, Note_off_c, 9,43, 0
2, 10080, Note_on_c, 9,41, 95
2, 10404, Note_off_c, 9,41, 0
2, 10440, Note_on_c, 9,41, 95
2, 10548, Note_off_c, 9,41, 0
2, 10560, Note_on_c, 9,43, 95
2, 10704, Note_off_c, 9,43, 0
2, 10720, Note_on_c, 9,43, 95
2, 10864, Note_off_c, 9,43, 0
2, 10880, Note_on_c, 9,43, 95
2, 11024, Note_off_c, 9,43, 0
2, 11040, Note_on_c, 9,41, 95
2, 11364, Note_off_c, 9,41, 0
2, 11400, Note_on_c, 9,41, 95
2, 11508, Note_off_c, 9,41, 0
2, 11520, Note_on_c, 9,43, 95
2, 11664, Note_off_c, 9,43, 0
2, 11680, Note_on_c, 9,43, 95
2, 11824, Note_off_c, 9,43, 0
2, 11840, Note_on_c, 9,43, 95
2, 11984, Note_off_c, 9,43, 0
2, 12000, Note_on_c, 9,41, 95
2, 12324, Note_off_c, 9,41, 0
2, 12360, Note_on_c, 9,41, 95
2, 12468, Note_off_c, 9,41, 0
2, 12480, Note_on_c, 9,43, 95
2, 12804, Note_off_c, 9,43, 0
2, 12840, Note_on_c, 9,43, 95
2, 12948, Note_off_c, 9,43, 0
2, 12960, Note_on_c, 9,41, 95
2, 13284, Note_off_c, 9,41, 0
2, 13320, Note_on_c, 9,41, 95
2, 13428, Note_off_c, 9,41, 0
2, 13440, Note_on_c, 9,43, 95
2, 13584, Note_off_c, 9,43, 0
2, 13600, Note_on_c, 9,43, 95
2, 13744, Note_off_c, 9,43, 0
2, 13760, Note_on_c, 9,43, 95
2, 13904, Note_off_c, 9,43, 0
2, 13920, Note_on_c, 9,41, 95
2, 14244, Note_off_c, 9,41, 0
2, 14280, Note_on_c, 9,41, 95
2, 14388, Note_off_c, 9,41, 0
2, 14400, Note_on_c, 9,43, 95
2, 14544, Note_off_c, 9,43, 0
2, 14560, Note_on_c, 9,43, 95
2, 14704, Note_off_c, 9,43, 0
2, 14720, Note_on_c, 9,43, 95
2, 14864, Note_off_c, 9,43, 0
2, 14880, Note_on_c, 9,41, 95
2, 15204, Note_off_c, 9,41, 0
2, 15240, Note_on_c, 9,41, 95
2, 15348, Note_off_c, 9,41, 0
2, 15360, Note_on_c, 9,43, 95
2, 15504, Note_off_c, 9,43, 0
2, 15520, Note_on_c, 9,43, 95
2, 15664, Note_off_c, 9,43, 0
2, 15680, Note_on_c, 9,43, 95
2, 15824, Note_off_c, 9,43, 0
2, 15840, Note_on_c, 9,41, 95
2, 16164, Note_off_c, 9,41, 0
2, 16200, Note_on_c, 9,41, 95
2, 16308, Note_off_c, 9,41, 0
2, 16320, Note_on_c, 9,43, 95
2, 16644, Note_off_c, 9,43, 0
2, 16680, Note_on_c, 9,43, 95
2, 16788, Note_off_c, 9,43, 0
2, 16800, Note_on_c, 9,41, 95
2, 17124, Note_off_c, 9,41, 0
2, 17160, Note_on_c, 9,41, 95
2, 17268, Note_off_c, 9,41, 0
2, 17280, Note_on_c, 9,43, 95
2, 17424, Note_off_c, 9,43, 0
2, 17440, Note_on_c, 9,43, 95
2, 17584, Note_off_c, 9,43, 0
2, 17600, Note_on_c, 9,43, 95
2, 17744, Note_off_c, 9,43, 0
2, 17760, Note_on_c, 9,41, 95
2, 18084, Note_off_c, 9,41, 0
2, 18120, Note_on_c, 9,41, 95
2, 18228, Note_off_c, 9,41, 0
2, 18240, Note_on_c, 9,43, 95
2, 18384, Note_off_c, 9,43, 0
2, 18400, Note_on_c, 9,43, 95
2, 18544, Note_off_c, 9,43, 0
2, 18560, Note_on_c, 9,43, 95
2, 18704, Note_off_c, 9,43, 0
2, 18720, Note_on_c, 9,41, 95
2, 19044, Note_off_c, 9,41, 0
2, 19080, Note_on_c, 9,41, 95
2, 19188, Note_off_c, 9,41, 0
2, 19200, Note_on_c, 9,43, 95
2, 19344, Note_off_c, 9,43, 0
2, 19360, Note_on_c, 9,43, 95
2, 19504, Note_off_c, 9,43, 0
2, 19520, Note_on_c, 9,43, 95
2, 19664, Note_off_c, 9,43, 0
2, 19680, Note_on_c, 9,41, 95
2, 20004, Note_off_c, 9,41, 0
2, 20040, Note_on_c, 9,41, 95
2, 20148, Note_off_c, 9,41, 0
2, 20160, Note_on_c, 9,43, 95
2, 20484, Note_off_c, 9,43, 0
2, 20520, Note_on_c, 9,43, 95
2, 20628, Note_off_c, 9,43, 0
2, 20640, Note_on_c, 9,41, 95
2, 20964, Note_off_c, 9,41, 0
2, 21000, Note_on_c, 9,41, 95
2, 21108, Note_off_c, 9,41, 0
2, 21120, Note_on_c, 9,43, 95
2, 21264, Note_off_c, 9,43, 0
2, 21280, Note_on_c, 9,43, 95
2, 21424, Note_off_c, 9,43, 0
2, 21440, Note_on_c, 9,43, 95
2, 21584, Note_off_c, 9,43, 0
2, 21600, Note_on_c, 9,41, 95
2, 21924, Note_off_c, 9,41, 0
2, 21960, Note_on_c, 9,41, 95
2, 22068, Note_off_c, 9,41, 0
2, 22080, Note_on_c, 9,43, 95
2, 22224, Note_off_c, 9,43, 0
2, 22240, Note_on_c, 9,43, 95
2, 22384, Note_off_c, 9,43, 0
2, 22400, Note_on_c, 9,43, 95
2, 22544, Note_off_c, 9,43, 0
2, 22560, Note_on_c, 9,41, 95
2, 22884, Note_off_c, 9,41, 0
2, 22920, Note_on_c, 9,41, 95
2, 23028, Note_off_c, 9,41, 0
2, 23040, Note_on_c, 9,43, 95
2, 23184, Note_off_c, 9,43, 0
2, 23200, Note_on_c, 9,43, 95
2, 23344, Note_off_c, 9,43, 0
2, 23360, Note_on_c, 9,43, 95
2, 23504, Note_off_c, 9,43, 0
2, 23520, Note_on_c, 9,41, 95
2, 23844, Note_off_c, 9,41, 0
